file,speaker,task
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1996_M_22/G_1996_M_22_sc.WAV,G_1996_M_22,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1996_M_22/G_1996_M_22_sp.WAV,G_1996_M_22,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1996_M_22/G_1996_M_22_st.WAV,G_1996_M_22,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_17/G_1997_M_17_mf.WAV,G_1997_M_17,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_17/G_1997_M_17_mi.WAV,G_1997_M_17,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_17/G_1997_M_17_rf.WAV,G_1997_M_17,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_17/G_1997_M_17_ri.WAV,G_1997_M_17,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_17/G_1997_M_17_sc.WAV,G_1997_M_17,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_17/G_1997_M_17_sp.WAV,G_1997_M_17,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_17/G_1997_M_17_st.WAV,G_1997_M_17,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_29/G_1997_M_29_mf.WAV,G_1997_M_29,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_29/G_1997_M_29_mi.WAV,G_1997_M_29,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_29/G_1997_M_29_rf.WAV,G_1997_M_29,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_29/G_1997_M_29_ri.WAV,G_1997_M_29,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_29/G_1997_M_29_sc.WAV,G_1997_M_29,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_29/G_1997_M_29_sp.WAV,G_1997_M_29,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1997_M_29/G_1997_M_29_st.WAV,G_1997_M_29,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_06/G_1998_F_06_mf.wav,G_1998_F_06,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_06/G_1998_F_06_mi.wav,G_1998_F_06,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_06/G_1998_F_06_rf.wav,G_1998_F_06,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_06/G_1998_F_06_ri.wav,G_1998_F_06,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_06/G_1998_F_06_sc.wav,G_1998_F_06,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_06/G_1998_F_06_sp.wav,G_1998_F_06,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_06/G_1998_F_06_st.wav,G_1998_F_06,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_09/G_1998_F_09_mf.wav,G_1998_F_09,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_09/G_1998_F_09_mi.wav,G_1998_F_09,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_09/G_1998_F_09_rf.wav,G_1998_F_09,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_09/G_1998_F_09_ri.wav,G_1998_F_09,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_09/G_1998_F_09_sc.wav,G_1998_F_09,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_09/G_1998_F_09_sp.wav,G_1998_F_09,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_F_09/G_1998_F_09_st.wav,G_1998_F_09,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_M_04/G_1998_M_04_mf.wav,G_1998_M_04,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_M_04/G_1998_M_04_mi.wav,G_1998_M_04,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_M_04/G_1998_M_04_rf.wav,G_1998_M_04,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_M_04/G_1998_M_04_ri.wav,G_1998_M_04,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_M_04/G_1998_M_04_sc.wav,G_1998_M_04,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_M_04/G_1998_M_04_sp.wav,G_1998_M_04,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1998_M_04/G_1998_M_04_st.wav,G_1998_M_04,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_03/G_1999_F_03_mf.wav,G_1999_F_03,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_03/G_1999_F_03_mi.wav,G_1999_F_03,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_03/G_1999_F_03_rf.wav,G_1999_F_03,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_03/G_1999_F_03_ri.wav,G_1999_F_03,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_03/G_1999_F_03_sc.wav,G_1999_F_03,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_03/G_1999_F_03_sp.wav,G_1999_F_03,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_03/G_1999_F_03_st.wav,G_1999_F_03,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_10/G_1999_F_10_mf.wav,G_1999_F_10,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_10/G_1999_F_10_mi.wav,G_1999_F_10,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_10/G_1999_F_10_rf.wav,G_1999_F_10,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_10/G_1999_F_10_ri.wav,G_1999_F_10,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_10/G_1999_F_10_sc.wav,G_1999_F_10,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_10/G_1999_F_10_sp.wav,G_1999_F_10,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_1999_F_10/G_1999_F_10_st.wav,G_1999_F_10,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_21/G_2000_M_21_mf.WAV,G_2000_M_21,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_21/G_2000_M_21_mi.WAV,G_2000_M_21,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_21/G_2000_M_21_rf.WAV,G_2000_M_21,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_21/G_2000_M_21_ri.WAV,G_2000_M_21,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_21/G_2000_M_21_sc.WAV,G_2000_M_21,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_21/G_2000_M_21_sp.WAV,G_2000_M_21,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_21/G_2000_M_21_st.WAV,G_2000_M_21,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_27/G_2000_M_27_mf.WAV,G_2000_M_27,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_27/G_2000_M_27_mi.WAV,G_2000_M_27,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_27/G_2000_M_27_rf.WAV,G_2000_M_27,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_27/G_2000_M_27_ri.WAV,G_2000_M_27,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_27/G_2000_M_27_sc.WAV,G_2000_M_27,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_27/G_2000_M_27_sp.WAV,G_2000_M_27,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2000_M_27/G_2000_M_27_st.WAV,G_2000_M_27,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_12/G_2001_F_12_mf.WAV,G_2001_F_12,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_12/G_2001_F_12_mi.WAV,G_2001_F_12,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_12/G_2001_F_12_rf.WAV,G_2001_F_12,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_12/G_2001_F_12_ri.WAV,G_2001_F_12,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_12/G_2001_F_12_sc.WAV,G_2001_F_12,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_12/G_2001_F_12_sp.WAV,G_2001_F_12,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_12/G_2001_F_12_st.WAV,G_2001_F_12,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_28/G_2001_F_28_mf.WAV,G_2001_F_28,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_28/G_2001_F_28_mi.WAV,G_2001_F_28,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_28/G_2001_F_28_rf.WAV,G_2001_F_28,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_28/G_2001_F_28_ri.WAV,G_2001_F_28,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_28/G_2001_F_28_sc.WAV,G_2001_F_28,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_28/G_2001_F_28_sp.WAV,G_2001_F_28,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_F_28/G_2001_F_28_st.WAV,G_2001_F_28,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_M_14/G_2001_M_14_mf.WAV,G_2001_M_14,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_M_14/G_2001_M_14_mi.WAV,G_2001_M_14,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_M_14/G_2001_M_14_rf.WAV,G_2001_M_14,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_M_14/G_2001_M_14_ri.WAV,G_2001_M_14,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_M_14/G_2001_M_14_sc.WAV,G_2001_M_14,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_M_14/G_2001_M_14_sp.WAV,G_2001_M_14,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2001_M_14/G_2001_M_14_st.WAV,G_2001_M_14,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_01/G_2002_F_01_mf.WAV,G_2002_F_01,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_01/G_2002_F_01_mi.WAV,G_2002_F_01,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_01/G_2002_F_01_rf.WAV,G_2002_F_01,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_01/G_2002_F_01_ri.WAV,G_2002_F_01,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_01/G_2002_F_01_sc.WAV,G_2002_F_01,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_01/G_2002_F_01_sp.WAV,G_2002_F_01,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_01/G_2002_F_01_st.WAV,G_2002_F_01,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_02/G_2002_F_02_mf.WAV,G_2002_F_02,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_02/G_2002_F_02_mi.WAV,G_2002_F_02,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_02/G_2002_F_02_rf.WAV,G_2002_F_02,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_02/G_2002_F_02_ri.WAV,G_2002_F_02,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_02/G_2002_F_02_sc.WAV,G_2002_F_02,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_02/G_2002_F_02_sp.WAV,G_2002_F_02,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_02/G_2002_F_02_st.WAV,G_2002_F_02,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_16/G_2002_F_16_mf.WAV,G_2002_F_16,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_16/G_2002_F_16_mi.WAV,G_2002_F_16,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_16/G_2002_F_16_rf.WAV,G_2002_F_16,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_16/G_2002_F_16_ri.WAV,G_2002_F_16,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_16/G_2002_F_16_sc.WAV,G_2002_F_16,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_16/G_2002_F_16_sp.WAV,G_2002_F_16,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_F_16/G_2002_F_16_st.WAV,G_2002_F_16,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_18/G_2002_M_18_mf.WAV,G_2002_M_18,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_18/G_2002_M_18_mi.wav,G_2002_M_18,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_18/G_2002_M_18_rf.WAV,G_2002_M_18,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_18/G_2002_M_18_ri.WAV,G_2002_M_18,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_18/G_2002_M_18_sc.WAV,G_2002_M_18,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_18/G_2002_M_18_sp.WAV,G_2002_M_18,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_18/G_2002_M_18_st.WAV,G_2002_M_18,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_20/G_2002_M_20_mf.WAV,G_2002_M_20,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_20/G_2002_M_20_mi.WAV,G_2002_M_20,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_20/G_2002_M_20_rf.WAV,G_2002_M_20,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_20/G_2002_M_20_ri.WAV,G_2002_M_20,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_20/G_2002_M_20_sc.WAV,G_2002_M_20,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_20/G_2002_M_20_sp.WAV,G_2002_M_20,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2002_M_20/G_2002_M_20_st.WAV,G_2002_M_20,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_08/G_2003_F_08_mf.wav,G_2003_F_08,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_08/G_2003_F_08_mi.wav,G_2003_F_08,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_08/G_2003_F_08_rf.wav,G_2003_F_08,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_08/G_2003_F_08_ri.wav,G_2003_F_08,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_08/G_2003_F_08_sc.wav,G_2003_F_08,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_08/G_2003_F_08_sp.wav,G_2003_F_08,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_08/G_2003_F_08_st.wav,G_2003_F_08,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_11/G_2003_F_11_mf.WAV,G_2003_F_11,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_11/G_2003_F_11_mi.WAV,G_2003_F_11,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_11/G_2003_F_11_rf.WAV,G_2003_F_11,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_11/G_2003_F_11_ri.WAV,G_2003_F_11,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_11/G_2003_F_11_sc.WAV,G_2003_F_11,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_11/G_2003_F_11_sp.WAV,G_2003_F_11,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_11/G_2003_F_11_st.WAV,G_2003_F_11,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_15/G_2003_F_15_mf.WAV,G_2003_F_15,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_15/G_2003_F_15_mi.WAV,G_2003_F_15,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_15/G_2003_F_15_rf.WAV,G_2003_F_15,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_15/G_2003_F_15_ri.WAV,G_2003_F_15,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_15/G_2003_F_15_sc.WAV,G_2003_F_15,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_15/G_2003_F_15_sp.WAV,G_2003_F_15,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_F_15/G_2003_F_15_st.WAV,G_2003_F_15,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_07/G_2003_M_07_mf.wav,G_2003_M_07,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_07/G_2003_M_07_mi.wav,G_2003_M_07,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_07/G_2003_M_07_rf.wav,G_2003_M_07,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_07/G_2003_M_07_ri.wav,G_2003_M_07,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_07/G_2003_M_07_sc.wav,G_2003_M_07,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_07/G_2003_M_07_sp.wav,G_2003_M_07,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_07/G_2003_M_07_st.wav,G_2003_M_07,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_25/G_2003_M_25_mf.WAV,G_2003_M_25,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_25/G_2003_M_25_mi.WAV,G_2003_M_25,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_25/G_2003_M_25_rf.WAV,G_2003_M_25,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_25/G_2003_M_25_ri.WAV,G_2003_M_25,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_25/G_2003_M_25_sc.WAV,G_2003_M_25,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_25/G_2003_M_25_sp.WAV,G_2003_M_25,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2003_M_25/G_2003_M_25_st.WAV,G_2003_M_25,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_05/G_2004_M_05_mf.wav,G_2004_M_05,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_05/G_2004_M_05_mi.wav,G_2004_M_05,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_05/G_2004_M_05_rf.wav,G_2004_M_05,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_05/G_2004_M_05_ri.wav,G_2004_M_05,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_05/G_2004_M_05_sc.wav,G_2004_M_05,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_05/G_2004_M_05_sp.wav,G_2004_M_05,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_05/G_2004_M_05_st.wav,G_2004_M_05,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_23/G_2004_M_23_mf.WAV,G_2004_M_23,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_23/G_2004_M_23_mi.WAV,G_2004_M_23,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_23/G_2004_M_23_rf.WAV,G_2004_M_23,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_23/G_2004_M_23_ri.WAV,G_2004_M_23,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_23/G_2004_M_23_sc.WAV,G_2004_M_23,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_23/G_2004_M_23_sp.WAV,G_2004_M_23,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_23/G_2004_M_23_st.WAV,G_2004_M_23,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_24/G_2004_M_24_mf.WAV,G_2004_M_24,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_24/G_2004_M_24_mi.WAV,G_2004_M_24,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_24/G_2004_M_24_rf.WAV,G_2004_M_24,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_24/G_2004_M_24_ri.WAV,G_2004_M_24,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_24/G_2004_M_24_sc.WAV,G_2004_M_24,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_24/G_2004_M_24_sp.WAV,G_2004_M_24,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2004_M_24/G_2004_M_24_st.WAV,G_2004_M_24,str
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2005_F_30/G_2005_F_30_mf.WAV,G_2005_F_30,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2005_F_30/G_2005_F_30_mi.WAV,G_2005_F_30,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2005_F_30/G_2005_F_30_rf.WAV,G_2005_F_30,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2005_F_30/G_2005_F_30_ri.WAV,G_2005_F_30,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2005_F_30/G_2005_F_30_sc.WAV,G_2005_F_30,con
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2005_F_30/G_2005_F_30_sp.WAV,G_2005_F_30,pic
/data/fburkhardt/papers/ICPHS-2027/data/german/G_2005_F_30/G_2005_F_30_st.WAV,G_2005_F_30,str
