file,speaker,task
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_pic_16kHz.wav,P_1985_F_13,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_r(f)_16kHz.wav,P_1985_F_13,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_r(i)_16kHz.wav,P_1985_F_13,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_13/P_1985_F_13_str_16kHz.wav,P_1985_F_13,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_con_16kHz.wav,P_1985_F_16,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_m(f)_16kHz.wav,P_1985_F_16,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_m(i)_16kHz.wav,P_1985_F_16,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_pic_16kHz.wav,P_1985_F_16,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_r(f)_16kHz.wav,P_1985_F_16,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_r(i)_16kHz.wav,P_1985_F_16,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_F_16/P_1985_F_16_str_16kHz.wav,P_1985_F_16,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_con_16kHz.wav,P_1985_M_23,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_m(f)_16kHz.wav,P_1985_M_23,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_m(i)_16kHz.wav,P_1985_M_23,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_pic_16kHz.wav,P_1985_M_23,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_r(f)_16kHz.wav,P_1985_M_23,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_r(i)_16kHz.wav,P_1985_M_23,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1985_M_23/P_1985_M_23_str_16kHz.wav,P_1985_M_23,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_con_16kHz.wav,P_1988_M_09,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_m(f)_16kHz.wav,P_1988_M_09,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_m(i)_16kHz.wav,P_1988_M_09,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_pic_16kHz.wav,P_1988_M_09,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_r(f)_16kHz.wav,P_1988_M_09,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_r(i)_16kHz.wav,P_1988_M_09,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1988_M_09/P_1988_M_09_str_16kHz.wav,P_1988_M_09,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_con_16kHz.wav,P_1989_M_27,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_m(f)_16kHz.wav,P_1989_M_27,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_m(i)_16kHz.wav,P_1989_M_27,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_pic_16kHz.wav,P_1989_M_27,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_r(f)_16kHz.wav,P_1989_M_27,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_r(i)_16kHz.wav,P_1989_M_27,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1989_M_27/P_1989_M_27_str_16kHz.wav,P_1989_M_27,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_con_16kHz.wav,P_1990_M_18,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_m(f)_16kHz.wav,P_1990_M_18,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_m(i)_16kHz.wav,P_1990_M_18,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_pic_16kHz.wav,P_1990_M_18,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_r(f)_16kHz.wav,P_1990_M_18,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_r(i)_16kHz.wav,P_1990_M_18,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1990_M_18/P_1990_M_18_str_16kHz.wav,P_1990_M_18,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_F_11/P_1991_F_11_con_16kHz.wav,P_1991_F_11,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_F_11/P_1991_F_11_m(f)_16kHz.wav,P_1991_F_11,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_F_11/P_1991_F_11_m(i)_16kHz.wav,P_1991_F_11,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_F_11/P_1991_F_11_pic_16kHz.wav,P_1991_F_11,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_F_11/P_1991_F_11_r(f)_16kHz.wav,P_1991_F_11,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_F_11/P_1991_F_11_r(i)_16kHz.wav,P_1991_F_11,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_F_11/P_1991_F_11_str_16kHz.wav,P_1991_F_11,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_M_10/P_1991_M_10_con_16kHz.wav,P_1991_M_10,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_M_10/P_1991_M_10_m(f)_16kHz.wav,P_1991_M_10,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_M_10/P_1991_M_10_m(i)_16kHz.wav,P_1991_M_10,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_M_10/P_1991_M_10_pic_16kHz.wav,P_1991_M_10,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_M_10/P_1991_M_10_r(f)_16kHz.wav,P_1991_M_10,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_M_10/P_1991_M_10_r(i)_16kHz.wav,P_1991_M_10,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1991_M_10/P_1991_M_10_str_16kHz.wav,P_1991_M_10,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_F_19/P_1992_F_19_con_16kHz.wav,P_1992_F_19,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_F_19/P_1992_F_19_m(f)_16kHz.wav,P_1992_F_19,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_F_19/P_1992_F_19_m(i)_16kHz.wav,P_1992_F_19,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_F_19/P_1992_F_19_pic_16kHz.wav,P_1992_F_19,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_F_19/P_1992_F_19_r(f)_16kHz.wav,P_1992_F_19,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_F_19/P_1992_F_19_r(i)_16kHz.wav,P_1992_F_19,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_F_19/P_1992_F_19_str_16kHz.wav,P_1992_F_19,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_M_20/P_1992_M_20_con_16kHz.wav,P_1992_M_20,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_M_20/P_1992_M_20_m(f)_16kHz.wav,P_1992_M_20,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_M_20/P_1992_M_20_m(i)_16kHz.wav,P_1992_M_20,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_M_20/P_1992_M_20_pic_16kHz.wav,P_1992_M_20,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_M_20/P_1992_M_20_r(f)_16kHz.wav,P_1992_M_20,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_M_20/P_1992_M_20_r(i)_16kHz.wav,P_1992_M_20,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1992_M_20/P_1992_M_20_str_16kHz.wav,P_1992_M_20,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_03/P_1993_F_03_con_16kHz.wav,P_1993_F_03,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_03/P_1993_F_03_m(f)_16kHz.wav,P_1993_F_03,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_03/P_1993_F_03_m(i)_16kHz.wav,P_1993_F_03,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_03/P_1993_F_03_pic_16kHz.wav,P_1993_F_03,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_03/P_1993_F_03_r(f)_16kHz.wav,P_1993_F_03,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_03/P_1993_F_03_r(i)_16kHz.wav,P_1993_F_03,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_03/P_1993_F_03_str_16kHz.wav,P_1993_F_03,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_05/P_1993_F_05_con_16kHz.wav,P_1993_F_05,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_05/P_1993_F_05_m(f)_16kHz.wav,P_1993_F_05,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_05/P_1993_F_05_m(i)_16kHz.wav,P_1993_F_05,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_05/P_1993_F_05_pic_16kHz.wav,P_1993_F_05,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_05/P_1993_F_05_r(f)_16kHz.wav,P_1993_F_05,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_05/P_1993_F_05_r(i)_16kHz.wav,P_1993_F_05,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_05/P_1993_F_05_str_16kHz.wav,P_1993_F_05,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_25/P_1993_F_25_con_16kHz.wav,P_1993_F_25,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_25/P_1993_F_25_m(f)_16kHz.wav,P_1993_F_25,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_25/P_1993_F_25_m(i)_16kHz.wav,P_1993_F_25,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_25/P_1993_F_25_pic_16kHz.wav,P_1993_F_25,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_25/P_1993_F_25_r(f)_16kHz.wav,P_1993_F_25,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_25/P_1993_F_25_r(i)_16kHz.wav,P_1993_F_25,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1993_F_25/P_1993_F_25_str_16kHz.wav,P_1993_F_25,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_con_16kHz.wav,P_1994_M_21,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_m(f)_16kHz.wav,P_1994_M_21,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_m(i)_16kHz.wav,P_1994_M_21,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_pic_16kHz.wav,P_1994_M_21,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_r(f)_16kHz.wav,P_1994_M_21,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_r(i)_16kHz.wav,P_1994_M_21,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1994_M_21/P_1994_M_21_str_16kHz.wav,P_1994_M_21,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_con_16kHz.wav,P_1995_M_04,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_m(f)_16kHz.wav,P_1995_M_04,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_m(i)_16kHz.wav,P_1995_M_04,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_pic_16kHz.wav,P_1995_M_04,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_r(f)_16kHz.wav,P_1995_M_04,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_r(i)_16kHz.wav,P_1995_M_04,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_04/P_1995_M_04_str_16kHz.wav,P_1995_M_04,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_con_16kHz.wav,P_1995_M_07,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_m(f)_16kHz.wav,P_1995_M_07,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_m(i)_16kHz.wav,P_1995_M_07,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_pic_16kHz.wav,P_1995_M_07,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_r(f)_16kHz.wav,P_1995_M_07,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_r(i)_16kHz.wav,P_1995_M_07,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1995_M_07/P_1995_M_07_str_16kHz.wav,P_1995_M_07,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_con_16kHz.wav,P_1996_F_14,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_m(f)_16kHz.wav,P_1996_F_14,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_m(i)_16kHz.wav,P_1996_F_14,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_pic_16kHz.wav,P_1996_F_14,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_r(f)_16kHz.wav,P_1996_F_14,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_r(i)_16kHz.wav,P_1996_F_14,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_14/P_1996_F_14_str_16kHz.wav,P_1996_F_14,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_con_16kHz.wav,P_1996_F_24,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_m(f)_16kHz.wav,P_1996_F_24,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_m(i)_16kHz.wav,P_1996_F_24,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_pic_16kHz.wav,P_1996_F_24,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_r(f)_16kHz.wav,P_1996_F_24,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_r(i)_16kHz.wav,P_1996_F_24,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1996_F_24/P_1996_F_24_str_16kHz.wav,P_1996_F_24,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_con_16kHz.wav,P_1997_F_08,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_m(f)_16kHz.wav,P_1997_F_08,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_m(i)_16kHz.wav,P_1997_F_08,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_pic_16kHz.wav,P_1997_F_08,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_r(f)_16kHz.wav,P_1997_F_08,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_r(i)_16kHz.wav,P_1997_F_08,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1997_F_08/P_1997_F_08_str_16kHz.wav,P_1997_F_08,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_con_16kHz.wav,P_1998_F_26,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_m(f)_16kHz.wav,P_1998_F_26,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_m(i)_16kHz.wav,P_1998_F_26,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_pic_16kHz.wav,P_1998_F_26,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_r(f)_16kHz.wav,P_1998_F_26,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_r(i)_16kHz.wav,P_1998_F_26,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1998_F_26/P_1998_F_26_str_16kHz.wav,P_1998_F_26,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_con_16kHz.wav,P_1999_F_01,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_m(f)_16kHz.wav,P_1999_F_01,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_m(i)_16kHz.wav,P_1999_F_01,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_pic_16kHz.wav,P_1999_F_01,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_r(f)_16kHz.wav,P_1999_F_01,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_r(i)_16kHz.wav,P_1999_F_01,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_01/P_1999_F_01_str_16kHz.wav,P_1999_F_01,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_con_16kHz.wav,P_1999_F_06,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_m(f)_16kHz.wav,P_1999_F_06,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_m(i)_16kHz.wav,P_1999_F_06,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_pic_16kHz.wav,P_1999_F_06,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_r(f)_16kHz.wav,P_1999_F_06,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_r(i)_16kHz.wav,P_1999_F_06,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_1999_F_06/P_1999_F_06_str_16kHz.wav,P_1999_F_06,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_con_16kHz.wav,P_2000_F_15,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_m(f)_16kHz.wav,P_2000_F_15,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_m(i)_16kHz.wav,P_2000_F_15,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_pic_16kHz.wav,P_2000_F_15,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_r(f)_16kHz.wav,P_2000_F_15,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_r(i)_16kHz.wav,P_2000_F_15,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_F_15/P_2000_F_15_str_16kHz.wav,P_2000_F_15,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_con_16kHz.wav,P_2000_M_02,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_m(f)_16kHz.wav,P_2000_M_02,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_m(i)_16kHz.wav,P_2000_M_02,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_pic_16kHz.wav,P_2000_M_02,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_r(f)_16kHz.wav,P_2000_M_02,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_r(i)_16kHz.wav,P_2000_M_02,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2000_M_02/P_2000_M_02_str_16kHz.wav,P_2000_M_02,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_con_16kHz.wav,P_2001_M_30,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_m(f)_16kHz.wav,P_2001_M_30,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_m(i)_16kHz.wav,P_2001_M_30,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_pic_16kHz.wav,P_2001_M_30,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_r(f)_16kHz.wav,P_2001_M_30,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_r(i)_16kHz.wav,P_2001_M_30,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2001_M_30/P_2001_M_30_str_16kHz.wav,P_2001_M_30,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_con_16kHz.wav,P_2002_M_17,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_m(f)_16kHz.wav,P_2002_M_17,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_m(i)_16kHz.wav,P_2002_M_17,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_pic_16kHz.wav,P_2002_M_17,pic
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_r(f)_16kHz.wav,P_2002_M_17,r(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_r(i)_16kHz.wav,P_2002_M_17,r(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_17/P_2002_M_17_str_16kHz.wav,P_2002_M_17,str
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_con_16kHz.wav,P_2002_M_28,con
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_m(f)_16kHz.wav,P_2002_M_28,m(f)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_m(i)_16kHz.wav,P_2002_M_28,m(i)
/data/fburkhardt/papers/ICPHS-2027/data/persian/P_2002_M_28/P_2002_M_28_pic_16kHz.wav,P_2002_M_28,pic
